DateTime,Positive_reviews,Negative_reviews,Source
2022-12-07,137,44,ACV
2022-12-08,245,128,ACV
2022-12-09,155,122,ACV
2022-12-10,139,118,ACV
2022-12-11,152,106,ACV
2022-12-12,162,108,ACV
2022-12-13,115,101,ACV
2022-12-14,112,78,ACV
2022-12-15,0,0,ACV
2022-12-16,91,91,ACV
2022-12-17,149,149,ACV
2022-12-18,178,214,ACV
2022-12-19,205,162,ACV
2022-12-20,193,113,ACV
2022-12-21,87,45,ACV
2022-12-22,72,39,ACV
2022-12-23,113,52,ACV
2022-12-24,0,0,ACV
2022-12-25,84,39,ACV
2022-12-26,101,35,ACV
2022-12-27,75,41,ACV
2022-12-28,98,35,ACV
2022-12-29,90,38,ACV
2022-12-30,100,46,ACV
2022-12-31,0,0,ACV
2023-01-01,0,0,ACV
2023-01-02,159,84,ACV
2023-01-03,61,35,ACV
2023-01-04,65,20,ACV
2023-01-05,66,35,ACV
2023-01-06,54,24,ACV
2023-01-07,68,26,ACV
2023-01-08,0,0,ACV
2023-01-09,0,0,ACV
2023-01-10,103,59,ACV
2023-01-11,35,21,ACV
2023-01-12,30,16,ACV
2023-01-13,0,0,ACV
2023-01-14,61,36,ACV
2023-01-15,37,19,ACV
2023-01-16,29,16,ACV
2023-01-17,29,21,ACV
2023-01-18,22,16,ACV
2023-01-19,0,0,ACV
2023-01-20,0,0,ACV
2023-01-21,51,33,ACV
2023-01-22,28,17,ACV
2023-01-23,23,12,ACV
2023-01-24,19,16,ACV
2023-01-25,28,19,ACV
2023-01-26,0,0,ACV
2023-01-27,49,17,ACV
2023-01-28,35,24,ACV
2023-01-29,0,0,ACV
2023-01-30,33,16,ACV
2023-01-31,20,5,ACV
2023-02-01,13,6,ACV
2023-02-02,22,5,ACV
2023-02-03,33,8,ACV
2023-02-04,17,14,ACV
2023-02-05,35,9,ACV
2023-02-06,15,8,ACV
2023-02-07,14,11,ACV
2023-02-08,0,0,ACV
2023-02-09,8,9,ACV
2023-02-10,10,4,ACV
2023-02-11,24,8,ACV
2023-02-12,21,10,ACV
2023-02-13,12,7,ACV
2023-02-14,0,0,ACV
2023-02-15,0,0,ACV
2023-02-16,13,17,ACV
2023-02-17,14,11,ACV
2023-02-18,19,7,ACV
2023-02-19,15,0,ACV
2023-02-20,0,0,ACV
2023-02-21,22,9,ACV
2023-02-22,23,10,ACV
2023-02-23,17,1,ACV
2023-02-24,9,7,ACV
2023-02-25,18,5,ACV
2023-02-26,0,0,ACV
2023-02-27,19,9,ACV
2023-02-28,12,7,ACV
2023-03-01,11,4,ACV
2023-03-02,9,6,ACV
2023-03-03,21,8,ACV
2023-03-04,35,21,ACV
2023-03-05,41,29,ACV
2023-03-06,43,8,ACV
2023-03-07,0,0,ACV
2023-03-08,42,15,ACV
2023-03-09,28,16,ACV
2023-03-10,41,8,ACV
2023-03-11,23,13,ACV
2023-03-12,38,11,ACV
2023-03-13,32,15,ACV
2023-03-14,25,3,ACV
2023-03-15,0,0,ACV
2023-03-16,21,10,ACV
2023-03-17,37,14,ACV
2023-03-18,28,8,ACV
2023-03-19,37,17,ACV
2023-03-20,42,12,ACV
2023-03-21,32,11,ACV
2023-03-22,0,0,ACV
2023-03-23,20,15,ACV
2023-03-24,26,12,ACV
2023-03-25,29,12,ACV
2023-03-26,36,15,ACV
2023-03-27,24,10,ACV
2023-03-28,0,0,ACV
2023-03-29,21,8,ACV
2023-03-30,17,11,ACV
2023-03-31,15,8,ACV
2023-04-01,19,16,ACV
2023-04-02,14,10,ACV
2023-04-03,0,0,ACV
2023-04-04,19,11,ACV
2023-04-05,10,6,ACV
2023-04-06,21,10,ACV
2023-04-07,21,8,ACV
2023-04-08,14,7,ACV
2023-04-09,0,0,ACV
2023-04-10,25,4,ACV
2023-04-11,19,7,ACV
2023-04-12,14,9,ACV
2023-04-13,17,5,ACV
2023-04-14,10,5,ACV
2023-04-15,0,0,ACV
2023-04-16,23,6,ACV
2023-04-17,5,3,ACV
2023-04-18,8,4,ACV
2023-04-19,19,3,ACV
2023-04-20,21,5,ACV
2023-04-21,12,9,ACV
2023-04-22,0,0,ACV
2023-04-23,32,8,ACV
2023-04-24,48,8,ACV
2023-04-25,23,11,ACV
2023-04-26,19,8,ACV
2023-04-27,29,9,ACV
2023-04-28,15,2,ACV
2023-04-29,0,0,ACV
2023-04-30,25,13,ACV
2023-05-01,21,9,ACV
2023-05-02,8,9,ACV
2023-05-03,11,3,ACV
2023-05-04,10,6,ACV
2023-05-05,0,0,ACV
2023-05-06,13,4,ACV
2023-05-07,15,9,ACV
2023-05-08,8,9,ACV
2023-05-09,13,4,ACV
2023-05-10,13,7,ACV
2023-05-11,0,0,ACV
2023-05-12,8,3,ACV
2023-05-13,12,2,ACV
2023-05-14,13,2,ACV
2023-05-15,14,5,ACV
2023-05-16,14,3,ACV
2023-05-17,13,1,ACV
2023-05-18,0,0,ACV
2023-05-19,0,0,ACV
2023-05-20,15,6,ACV
2023-05-21,14,7,ACV
2023-05-22,14,4,ACV
2023-05-23,5,9,ACV
2023-05-24,0,0,ACV
2023-05-25,12,2,ACV
2023-05-26,10,1,ACV
2023-05-27,17,3,ACV
2023-05-28,14,1,ACV
2023-05-29,7,7,ACV
2023-05-30,0,0,ACV
2023-05-31,5,0,ACV
2023-06-01,4,4,ACV
2023-06-02,6,6,ACV
2023-06-03,15,4,ACV
2023-06-04,9,5,ACV
2023-06-05,0,0,ACV
2023-06-06,10,4,ACV
2023-06-07,11,3,ACV
2023-06-08,10,1,ACV
2023-06-09,19,16,ACV
2023-06-10,0,0,ACV
2023-06-11,0,0,ACV
2023-06-12,99,67,ACV
2023-06-13,52,27,ACV
2023-06-14,57,28,ACV
2023-06-15,75,28,ACV
2023-06-16,0,0,ACV
2023-06-17,71,22,ACV
2023-06-18,50,18,ACV
2023-06-19,46,20,ACV
2023-06-20,42,11,ACV
2023-06-21,42,17,ACV
2023-06-22,0,0,ACV
2023-06-23,36,16,ACV
2023-06-24,25,15,ACV
2023-06-25,19,14,ACV
2023-06-26,25,12,ACV
2023-06-27,0,0,ACV
2023-06-28,22,14,ACV
2023-06-29,22,7,ACV
2023-06-30,34,13,ACV
2023-07-01,0,0,ACV
2023-07-02,40,22,ACV
2023-07-03,48,22,ACV
2023-07-04,57,26,ACV
2023-07-05,0,0,ACV
2023-07-06,62,25,ACV
2023-07-07,41,20,ACV
2023-07-08,59,22,ACV
2023-07-09,0,0,ACV
2023-07-10,63,27,ACV
2023-07-11,56,31,ACV
2023-07-12,77,23,ACV
2023-07-13,0,0,ACV
2023-07-14,53,24,ACV
2023-07-15,58,8,ACV
2023-07-16,50,33,ACV
2023-07-17,0,0,ACV
2023-07-18,44,24,ACV
2023-07-19,26,8,ACV
2023-07-20,29,21,ACV
2023-07-21,0,0,ACV
2023-07-22,26,14,ACV
2023-07-23,21,9,ACV
2023-07-24,20,13,ACV
2023-07-25,50,22,ACV
2023-07-26,0,0,ACV
2023-07-27,45,20,ACV
2023-07-28,55,20,ACV
2023-07-29,42,27,ACV
2023-07-30,0,0,ACV
2023-07-31,67,24,ACV
2023-08-01,49,26,ACV
2023-08-02,42,32,ACV
2023-08-03,29,22,ACV
2023-08-04,0,0,ACV
2023-08-05,30,16,ACV
2023-08-06,38,13,ACV
2023-08-07,31,28,ACV
2023-08-08,0,0,ACV
2023-08-09,27,15,ACV
2023-08-10,26,10,ACV
2023-08-11,30,23,ACV
2023-08-12,0,0,ACV
2023-08-13,26,14,ACV
2023-08-14,31,12,ACV
2023-08-15,25,16,ACV
2023-08-16,0,0,ACV
2023-08-17,0,0,ACV
2023-08-18,33,26,ACV
2023-08-19,0,0,ACV
2023-08-20,0,0,ACV
2023-08-21,32,18,ACV
2023-08-22,25,9,ACV
2023-08-23,0,0,ACV
2023-08-24,0,0,ACV
2023-08-25,0,0,ACV
2023-08-26,51,22,ACV
2023-08-27,0,0,ACV
2023-08-28,0,0,ACV
2023-08-29,48,20,ACV
2023-08-30,15,2,ACV
2023-08-31,20,6,ACV
2023-09-01,0,0,ACV
2023-09-02,13,7,ACV
2023-09-03,17,5,ACV
2023-09-04,19,12,ACV
2023-09-05,29,17,ACV
2023-09-06,0,0,ACV
2023-09-07,0,0,ACV
2023-09-08,59,33,ACV
2023-09-09,52,9,ACV
2023-09-10,0,0,ACV
2023-09-11,70,29,ACV
2023-09-12,36,21,ACV
2023-09-13,54,14,ACV
2023-09-14,0,0,ACV
2023-09-15,39,11,ACV
2023-09-16,26,13,ACV
2023-09-17,34,19,ACV
2023-09-18,0,0,ACV
2023-09-19,27,8,ACV
2023-09-20,24,9,ACV
2023-09-21,18,7,ACV
2023-09-22,0,0,ACV
2023-09-23,0,0,ACV
2023-09-24,65,18,ACV
2023-09-25,19,9,ACV
2023-09-26,0,0,ACV
2023-09-27,21,4,ACV
2023-09-28,15,2,ACV
2023-09-29,19,8,ACV
2023-09-30,0,0,ACV
2023-10-01,21,5,ACV
2023-10-02,20,7,ACV
2023-10-03,18,6,ACV
2023-10-04,0,0,ACV
2023-10-05,20,6,ACV
2023-10-06,16,13,ACV
2023-10-07,25,7,ACV
2023-10-08,0,0,ACV
2023-10-09,34,12,ACV
2023-10-10,13,8,ACV
2023-10-11,13,12,ACV
2023-10-12,0,0,ACV
2023-10-13,24,11,ACV
2023-10-14,24,11,ACV
2023-10-15,0,0,ACV
2023-10-16,24,12,ACV
2023-10-17,13,6,ACV
2023-10-18,0,0,ACV
2023-10-19,0,0,ACV
2023-10-20,31,6,ACV
2023-10-21,16,0,ACV
2023-10-22,21,5,ACV
2023-10-23,0,0,ACV
2023-10-24,19,6,ACV
2023-10-25,14,5,ACV
2023-10-26,13,3,ACV
2023-10-27,11,3,ACV
2023-10-28,0,0,ACV
2023-10-29,18,8,ACV
2023-10-30,16,9,ACV
2023-10-31,18,5,ACV
2023-11-01,0,0,ACV
2023-11-02,13,4,ACV
2023-11-03,10,5,ACV
2023-11-04,16,8,ACV
2023-11-05,0,0,ACV
2023-11-06,12,7,ACV
2023-11-07,8,2,ACV
2023-11-08,0,0,ACV
2023-11-09,14,4,ACV
2023-11-10,12,2,ACV
2023-11-11,0,0,ACV
2023-11-12,20,5,ACV
2023-11-13,14,8,ACV
2023-11-14,13,2,ACV
2023-11-15,0,0,ACV
2023-11-16,15,1,ACV
2023-11-17,11,1,ACV
2023-11-18,0,0,ACV
2023-11-19,19,7,ACV
2023-11-20,0,0,ACV
2023-11-21,15,0,ACV
2023-11-22,425,30,ACV
2023-11-23,0,0,ACV
2023-11-24,468,32,ACV
2023-11-25,267,23,ACV
2023-11-26,0,0,ACV
2023-11-27,306,22,ACV
2023-11-28,199,21,ACV
2023-11-29,0,0,ACV
2023-11-30,61,15,ACV
2023-12-01,56,20,ACV
2023-12-02,36,15,ACV
2023-12-03,0,0,ACV
2023-12-04,34,12,ACV
2023-12-05,38,6,ACV
2023-12-06,0,0,ACV
2023-12-07,29,9,ACV
2023-12-08,0,0,ACV
2023-12-09,28,8,ACV
2023-12-10,55,23,ACV
2023-12-11,0,0,ACV
2023-12-12,89,13,ACV
2023-12-13,50,12,ACV
2023-12-14,0,0,ACV
2023-12-15,47,17,ACV
2023-12-16,41,13,ACV
2023-12-17,67,22,ACV
2023-12-18,0,0,ACV
2023-12-19,48,9,ACV
2023-12-20,33,6,ACV
2023-12-21,0,0,ACV
2023-12-22,37,14,ACV
2023-12-23,0,0,ACV
2023-12-24,66,6,ACV
2023-12-25,71,21,ACV
2023-12-26,0,0,ACV
2023-12-27,71,22,ACV
2023-12-28,56,29,ACV
2023-12-29,0,0,ACV
2023-12-30,67,20,ACV
2023-12-31,59,14,ACV
2024-01-01,0,0,ACV
2024-01-02,57,12,ACV
2024-01-03,0,0,ACV
2024-01-04,76,20,ACV
2024-01-05,51,20,ACV
2024-01-06,0,0,ACV
2024-01-07,59,15,ACV
2024-01-08,45,22,ACV
2024-01-09,27,10,ACV
2024-01-10,0,0,ACV
2024-01-11,25,8,ACV
2024-01-12,39,11,ACV
2024-01-13,0,0,ACV
2024-01-14,32,17,ACV
2024-01-15,42,15,ACV
2024-01-16,0,0,ACV
2024-01-17,30,14,ACV
2024-01-18,0,0,ACV
2024-01-19,22,9,ACV
2024-01-20,16,12,ACV
2024-01-21,0,0,ACV
2024-01-22,36,11,ACV
2024-01-23,15,11,ACV
2024-01-24,0,0,ACV
2024-01-25,19,8,ACV
2024-01-26,27,6,ACV
2024-01-27,0,0,ACV
2024-01-28,31,10,ACV
2024-01-29,0,0,ACV
2024-01-30,21,7,ACV
2024-01-31,5,9,ACV
2024-02-01,0,0,ACV
2024-02-02,19,3,ACV
2024-02-03,24,7,ACV
2024-02-04,0,0,ACV
2024-02-05,11,3,ACV
2024-02-06,0,0,ACV
2024-02-07,18,3,ACV
2024-02-08,12,0,ACV
2024-02-09,0,0,ACV
2024-02-10,20,6,ACV
2024-02-11,13,12,ACV
2024-02-12,0,0,ACV
2024-02-13,27,13,ACV
2024-02-14,0,0,ACV
2024-02-15,21,12,ACV
2024-02-16,0,0,ACV
2024-02-17,36,18,ACV
2024-02-18,46,26,ACV
2024-02-19,0,0,ACV
2024-02-20,50,17,ACV
2024-02-21,48,25,ACV
2024-02-22,0,0,ACV
2024-02-23,40,15,ACV
2024-02-24,0,0,ACV
2024-02-25,33,30,ACV
2024-02-26,57,23,ACV
2024-02-27,0,0,ACV
2024-02-28,45,14,ACV
2024-02-29,48,15,ACV
2024-03-01,0,0,ACV
2024-03-02,46,15,ACV
2024-03-03,0,0,ACV
2024-03-04,54,34,ACV
2024-03-05,0,0,ACV
2024-03-06,28,24,ACV
2024-03-07,0,0,ACV
2024-03-08,23,23,ACV
2024-03-09,0,0,ACV
2024-03-10,34,25,ACV
2024-03-11,0,0,ACV
2024-03-12,23,18,ACV
2024-03-13,0,0,ACV
2024-03-14,26,9,ACV
2024-03-15,28,18,ACV
2024-03-16,0,0,ACV
2024-03-17,29,18,ACV
2024-03-18,45,22,ACV
2024-03-19,0,0,ACV
2024-03-20,41,15,ACV
2024-03-21,0,0,ACV
2024-03-22,33,18,ACV
2024-03-23,43,26,ACV
2024-03-24,0,0,ACV
2024-03-25,33,46,ACV
2024-03-26,27,25,ACV
2024-03-27,0,0,ACV
2024-03-28,24,13,ACV
2024-03-29,27,15,ACV
2024-03-30,0,0,ACV
2024-03-31,26,22,ACV
2024-04-01,23,22,ACV
2024-04-02,0,0,ACV
2024-04-03,19,24,ACV
2024-04-04,0,0,ACV
2024-04-05,24,11,ACV
2024-04-06,0,0,ACV
2024-04-07,31,10,ACV
2024-04-08,11,15,ACV
2024-04-09,16,4,ACV
2024-04-10,24,6,ACV
2024-04-11,7,9,ACV
2024-04-12,17,6,ACV
2024-04-13,15,7,ACV
2024-04-14,13,6,ACV
2024-04-15,18,12,ACV
2024-04-16,13,7,ACV
2024-04-17,8,9,ACV
2024-04-18,6,10,ACV
2024-04-19,12,6,ACV
2024-04-20,2,0,ACV
2024-04-21,3,13,ACV
2024-04-22,13,1,ACV
2024-04-23,7,9,ACV
2024-04-24,3,4,ACV
2024-04-25,6,7,ACV
2024-04-26,8,0,ACV
2024-04-27,11,4,ACV
2024-04-28,12,0,ACV
2024-04-29,9,9,ACV
2024-04-30,3,5,ACV
2024-05-01,9,0,ACV
2024-05-02,11,3,ACV
2024-05-03,9,4,ACV
2024-05-04,6,7,ACV
2024-05-05,12,2,ACV
2024-05-06,19,5,ACV
2024-05-07,2,2,ACV
2024-05-08,11,4,ACV
2024-05-09,6,3,ACV
2024-05-10,8,0,ACV
2024-05-11,4,9,ACV
2024-05-12,10,8,ACV
2024-05-13,13,3,ACV
2024-05-14,8,6,ACV
2024-05-15,6,7,ACV
2024-05-16,6,7,ACV
2024-05-17,17,15,ACV
2024-05-18,26,20,ACV
2024-05-19,34,17,ACV
2024-05-20,28,8,ACV
2024-05-21,31,11,ACV
2024-05-22,26,21,ACV
2024-05-23,23,17,ACV
2024-05-24,39,18,ACV
2024-05-25,45,20,ACV
2024-05-26,50,28,ACV
2024-05-27,31,8,ACV
2024-05-28,39,12,ACV
2024-05-29,35,14,ACV
2024-05-30,28,18,ACV
2024-05-31,27,17,ACV
2024-06-01,23,10,ACV
2024-06-02,21,8,ACV
2024-06-03,26,13,ACV
2024-06-04,12,5,ACV
2024-06-05,14,8,ACV
2024-06-06,13,11,ACV
2024-06-07,13,2,ACV
2024-06-08,19,10,ACV
2024-06-09,21,12,ACV
2024-06-10,22,7,ACV
2024-06-11,8,1,ACV
2024-06-12,13,3,ACV
2024-06-13,14,7,ACV
2024-06-14,12,10,ACV
2024-06-15,15,7,ACV
2024-06-16,9,10,ACV
2024-06-17,12,10,ACV
2024-06-18,14,8,ACV
2024-06-19,12,8,ACV
2024-06-20,14,10,ACV
2024-06-21,8,9,ACV
2024-06-22,7,4,ACV
2024-06-23,13,3,ACV
2024-06-24,11,3,ACV
2024-06-25,17,6,ACV
2024-06-26,14,4,ACV
2024-06-27,12,4,ACV
2024-06-28,10,8,ACV
2024-06-29,19,13,ACV
2024-06-30,31,15,ACV
2024-07-01,31,12,ACV
2024-07-02,25,8,ACV
2024-07-03,30,6,ACV
2024-07-04,23,11,ACV
2024-07-05,30,11,ACV
2024-07-06,36,11,ACV
2024-07-07,23,16,ACV
2024-07-08,46,15,ACV
2024-07-09,27,12,ACV
2023-01-27,131,96,WDL
2023-01-28,141,136,WDL
2023-01-29,0,0,WDL
2023-01-30,0,0,WDL
2023-01-31,255,196,WDL
2023-02-01,57,60,WDL
2023-02-02,42,46,WDL
2023-02-03,53,24,WDL
2023-02-04,42,35,WDL
2023-02-05,31,29,WDL
2023-02-06,26,16,WDL
2023-02-07,19,17,WDL
2023-02-08,0,0,WDL
2023-02-09,18,14,WDL
2023-02-10,20,6,WDL
2023-02-11,15,15,WDL
2023-02-12,0,0,WDL
2023-02-13,31,30,WDL
2023-02-14,0,0,WDL
2023-02-15,7,10,WDL
2023-02-16,7,9,WDL
2023-02-17,4,5,WDL
2023-02-18,8,7,WDL
2023-02-19,9,7,WDL
2023-02-20,0,0,WDL
2023-02-21,7,8,WDL
2023-02-22,5,2,WDL
2023-02-23,9,0,WDL
2023-02-24,9,6,WDL
2023-02-25,6,10,WDL
2023-02-26,0,0,WDL
2023-02-27,8,9,WDL
2023-02-28,5,4,WDL
2023-03-01,3,2,WDL
2023-03-02,3,4,WDL
2023-03-03,8,14,WDL
2023-03-04,14,20,WDL
2023-03-05,31,30,WDL
2023-03-06,31,16,WDL
2023-03-07,0,0,WDL
2023-03-08,26,18,WDL
2023-03-09,14,19,WDL
2023-03-10,19,15,WDL
2023-03-11,11,19,WDL
2023-03-12,14,11,WDL
2023-03-13,9,5,WDL
2023-03-14,6,6,WDL
2023-03-15,0,0,WDL
2023-03-16,0,0,WDL
2023-03-17,21,13,WDL
2023-03-18,13,13,WDL
2023-03-19,22,17,WDL
2023-03-20,11,21,WDL
2023-03-21,17,11,WDL
2023-03-22,0,0,WDL
2023-03-23,15,8,WDL
2023-03-24,10,11,WDL
2023-03-25,12,7,WDL
2023-03-26,17,14,WDL
2023-03-27,18,2,WDL
2023-03-28,0,0,WDL
2023-03-29,9,3,WDL
2023-03-30,6,3,WDL
2023-03-31,5,7,WDL
2023-04-01,5,6,WDL
2023-04-02,5,3,WDL
2023-04-03,0,0,WDL
2023-04-04,7,2,WDL
2023-04-05,4,7,WDL
2023-04-06,7,3,WDL
2023-04-07,5,3,WDL
2023-04-08,5,5,WDL
2023-04-09,0,0,WDL
2023-04-10,9,10,WDL
2023-04-11,2,1,WDL
2023-04-12,4,4,WDL
2023-04-13,0,3,WDL
2023-04-14,2,6,WDL
2023-04-15,0,0,WDL
2023-04-16,0,0,WDL
2023-04-17,7,12,WDL
2023-04-18,1,3,WDL
2023-04-19,4,2,WDL
2023-04-20,4,2,WDL
2023-04-21,6,3,WDL
2023-04-22,0,0,WDL
2023-04-23,0,0,WDL
2023-04-24,6,8,WDL
2023-04-25,3,3,WDL
2023-04-26,3,3,WDL
2023-04-27,2,2,WDL
2023-04-28,4,5,WDL
2023-04-29,0,0,WDL
2023-04-30,8,6,WDL
2023-05-01,1,3,WDL
2023-05-02,2,2,WDL
2023-05-03,3,3,WDL
2023-05-04,2,1,WDL
2023-05-05,0,0,WDL
2023-05-06,0,0,WDL
2023-05-07,1,6,WDL
2023-05-08,1,3,WDL
2023-05-09,3,0,WDL
2023-05-10,4,2,WDL
2023-05-11,1,1,WDL
2023-05-12,0,0,WDL
2023-05-13,2,0,WDL
2023-05-14,0,2,WDL
2023-05-15,4,3,WDL
2023-05-16,6,5,WDL
2023-05-17,1,2,WDL
2023-05-18,0,0,WDL
2023-05-19,0,3,WDL
2023-05-20,3,5,WDL
2023-05-21,4,3,WDL
2023-05-22,2,5,WDL
2023-05-23,4,2,WDL
2023-05-24,0,0,WDL
2023-05-25,1,1,WDL
2023-05-26,2,4,WDL
2023-05-27,2,2,WDL
2023-05-28,2,2,WDL
2023-05-29,3,3,WDL
2023-05-30,0,0,WDL
2023-05-31,4,1,WDL
2023-06-01,1,1,WDL
2023-06-02,6,7,WDL
2023-06-03,29,34,WDL
2023-06-04,52,41,WDL
2023-06-05,0,0,WDL
2023-06-06,46,32,WDL
2023-06-07,32,38,WDL
2023-06-08,45,25,WDL
2023-06-09,45,25,WDL
2023-06-10,43,19,WDL
2023-06-11,0,0,WDL
2023-06-12,21,20,WDL
2023-06-13,16,13,WDL
2023-06-14,13,13,WDL
2023-06-15,15,15,WDL
2023-06-16,0,0,WDL
2023-06-17,14,17,WDL
2023-06-18,13,10,WDL
2023-06-19,6,13,WDL
2023-06-20,11,4,WDL
2023-06-21,13,9,WDL
2023-06-22,0,0,WDL
2023-06-23,14,8,WDL
2023-06-24,9,4,WDL
2023-06-25,10,10,WDL
2023-06-26,11,7,WDL
2023-06-27,0,0,WDL
2023-06-28,3,5,WDL
2023-06-29,5,4,WDL
2023-06-30,0,0,WDL
2023-07-01,0,0,WDL
2023-07-02,20,19,WDL
2023-07-03,10,14,WDL
2023-07-04,0,0,WDL
2023-07-05,0,0,WDL
2023-07-06,0,0,WDL
2023-07-07,53,43,WDL
2023-07-08,12,17,WDL
2023-07-09,0,0,WDL
2023-07-10,0,0,WDL
2023-07-11,40,21,WDL
